"id","year","major_head","estimate_type","major_category","minor_category","sub_category","amount"
1827,"2023-2024","6001","Budget","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","African Development Fund and Bank ",-28.73
1828,"2023-2024","6002","Budget","External Debt","Multilateral","International Bank for Reconstruction and Development ",8581.37
1829,"2023-2024","6002","Budget","External Debt","Multilateral","International Development Association ",-15588.02
1830,"2023-2024","6002","Budget","External Debt","Multilateral","International Fund for Agricultural Development ",18.56
1831,"2023-2024","6002","Budget","External Debt","Multilateral","Asian Development Bank ",9634.58
1832,"2023-2024","6002","Budget","External Debt","Multilateral","Eastern European Community (SAC) ",-8.1
1833,"2023-2024","6002","Budget","External Debt","Multilateral","Organisation of the Petroleum Exporting Countries ",-17.9
1834,"2023-2024","6002","Budget","External Debt","Multilateral","New Development Bank ",5454.23
1835,"2023-2024","6002","Budget","External Debt","Multilateral","Asian Infrastructure Investment Bank (AIIB) ",10511.83
1836,"2023-2024","6002","Budget","External Debt","Bilateral","Germany ",538.79
1837,"2023-2024","6002","Budget","External Debt","Bilateral","France ",448.8
1838,"2023-2024","6002","Budget","External Debt","Bilateral","Japan ",11955.29
1839,"2023-2024","6002","Budget","External Debt","Bilateral","USA ",-95.7
1840,"2023-2024","6002","Budget","External Debt","Bilateral","USA Receipts",0.0
1841,"2023-2024","6002","Budget","External Debt","Bilateral","Russian Federation ",4020.89
1842,"2023-2024","6002","Budget","External Debt","Bilateral","European Investment Bank (EIB) ",3831.5
1843,"2023-2024","6002","Budget","External Debt","Bilateral","Government of South Korea ",0.0
1844,"2023-2024","6002","Budget","External Debt","Bilateral","Government of South Korea Receipts",0.0
1845,"2023-2024","6002","Budget","External Debt","Bilateral","Government of South Korea Repayments",0.0
1846,"2023-2024","6002","Budget","External Debt","Expenditure netted against externally assistance for States Projects","Government of South Korea ",-17168.6
1847,"2023-2024","9003","Budget","Draw Down of Cash Balance","Receipts","Government of South Korea ",5645.23
1848,"2023-2024","9003","Budget","Draw Down of Cash Balance","Disbursements","Government of South Korea ",-17432.09
1849,"2023-2024","7601","Revised","Recoveries of Loans & Advances","State Governments","Gross Receipts ",8202.7
1850,"2023-2024","7601","Revised","Recoveries of Loans & Advances","State Governments","Recoveries ",-100.0
1851,"2023-2024","7602","Revised","Recoveries of Loans & Advances","Union Territories (With Legislature)","Recoveries ",98.05
1852,"2023-2024","7605","Revised","Recoveries of Loans & Advances","Foreign Governments","Recoveries ",289.79
1853,"2023-2024","9001","Revised","Recoveries of Loans & Advances","Other Loans & Advances (Public Sector Enterprises, Statutory Bodies etc.)","Gross Receipts ",42659.46
1854,"2023-2024","9001","Revised","Recoveries of Loans & Advances","Other Loans & Advances (Public Sector Enterprises, Statutory Bodies etc.)","Recoveries ",-25150.01
1855,"2023-2024","4000","Revised","Miscellaneous Capital Receipts","Receipts","Recoveries ",30000.0
1856,"2023-2024","4000","Revised","Miscellaneous Capital Receipts","Others","Recoveries ",0.0
1857,"2023-2024","4000","Revised","Miscellaneous Capital Receipts","Issue of Bonus Shares","Recoveries ",12157.99
1858,"2023-2024","4000","Revised","Miscellaneous Capital Receipts","Expenditure netted","Recoveries ",-12157.99
1859,"2023-2024","6001","Revised","Borrowings","Market Loans","Gross Borrowings ",1543000.0
1860,"2023-2024","6001","Revised","Borrowings","Market Loans","Repayments ",-362543.65
1861,"2023-2024","6001","Revised","Borrowings","Switching of Securities","Gross Borrowings ",100000.0
1862,"2023-2024","6001","Revised","Borrowings","Switching of Securities","Repayments ",-100000.0
1863,"2023-2024","6001","Revised","Borrowings","Issuance of Special Securities to Public Sector Banks","Issue of Securities ",0.01
1864,"2023-2024","6001","Revised","Borrowings","Issuance of Special Securities to Public Sector Banks","Less Receipts netted ",0.0
1865,"2023-2024","6001","Revised","Borrowings","Post Office Life Insurance Fund (POLIF)","Receipts ",0.0
1866,"2023-2024","6001","Revised","Borrowings","Post Office Life Insurance Fund (POLIF)","Repayments ",0.0
1867,"2023-2024","6001","Revised","Borrowings","Short Term Borrowings","14 Days Treasury Bills ",0.0
1868,"2023-2024","6001","Revised","Borrowings","Short Term Borrowings","14 Days Treasury Bills Gross Borrowings",4932264.21
1869,"2023-2024","6001","Revised","Borrowings","Short Term Borrowings","14 Days Treasury Bills Repayments",-4932264.21
1870,"2023-2024","6001","Revised","Borrowings","Short Term Borrowings","91 Days Treasury Bills ",12870.91
1871,"2023-2024","6001","Revised","Borrowings","Short Term Borrowings","91 Days Treasury Bills Gross Borrowings",637134.73
1872,"2023-2024","6001","Revised","Borrowings","Short Term Borrowings","91 Days Treasury Bills Repayment",-624263.82
1873,"2023-2024","6001","Revised","Borrowings","Short Term Borrowings","182 Days Treasury Bills ",21262.8
1874,"2023-2024","6001","Revised","Borrowings","Short Term Borrowings","182 Days Treasury Bills Gross Borrowings",576472.09
1875,"2023-2024","6001","Revised","Borrowings","Short Term Borrowings","182 Days Treasury Bills Repayments",-555209.29
1876,"2023-2024","6001","Revised","Borrowings","Short Term Borrowings","364 Days Treasury Bills ",15866.29
1877,"2023-2024","6001","Revised","Borrowings","Short Term Borrowings","364 Days Treasury Bills Gross Borrowings",461149.79
1878,"2023-2024","6001","Revised","Borrowings","Short Term Borrowings","364 Days Treasury Bills Repayments",-445283.5
1879,"2023-2024","6001","Revised","Borrowings","Short Term Borrowings","Cash Management Bills ",0.0
1880,"2023-2024","6001","Revised","Borrowings","Short Term Borrowings","Cash Management Bills Gross Borrowings",0.0
1881,"2023-2024","6001","Revised","Borrowings","Short Term Borrowings","Cash Management Bills Repayments",0.0
1882,"2023-2024","6001","Revised","Borrowings","Short Term Borrowings","Ways & Means Advances ",-48677.0
1883,"2023-2024","6001","Revised","Borrowings","Short Term Borrowings","Ways & Means Advances Gross Borrowings",150636.0
1884,"2023-2024","6001","Revised","Borrowings","Short Term Borrowings","Ways & Means Advances Repayments",-199313.0
1885,"2023-2024","6001","Revised","Securities against Small Savings","Receipts","Ways & Means Advances ",704054.51
1886,"2023-2024","6001","Revised","Securities against Small Savings","Repayments","Ways & Means Advances ",-232737.58
1887,"2023-2024","8009","Revised","State Provident Funds","Receipts","Ways & Means Advances ",70200.0
1888,"2023-2024","8009","Revised","State Provident Funds","Disbursements","Ways & Means Advances ",-65000.0
1889,"2023-2024","6001","Revised","Other Receipts (Internal Debts and Public Account)","Relief Bonds","Receipts ",0.0
1890,"2023-2024","6001","Revised","Other Receipts (Internal Debts and Public Account)","Relief Bonds","Disbursements ",-0.78
1891,"2023-2024","6001","Revised","Other Receipts (Internal Debts and Public Account)","Saving Bonds","Receipts ",7037.0
1892,"2023-2024","6001","Revised","Other Receipts (Internal Debts and Public Account)","Saving Bonds","Disbursements ",-20209.44
1893,"2023-2024","6001","Revised","Other Receipts (Internal Debts and Public Account)","Sovereign Gold Bond Scheme","Receipts ",26852.0
1894,"2023-2024","6001","Revised","Other Receipts (Internal Debts and Public Account)","Sovereign Gold Bond Scheme","Disbursements ",-1500.0
1895,"2023-2024","6001","Revised","Other Receipts (Internal Debts and Public Account)","Gold Monetization Scheme","Receipts ",1388.1
1896,"2023-2024","6001","Revised","Other Receipts (Internal Debts and Public Account)","Gold Monetization Scheme","Disbursements ",-87.37
1897,"2023-2024","9002","Revised","Other Receipts (Internal Debts and Public Account)","Other Receipts (Public Account Other than State Provident Funds)","Receipts ",2981866.93
1898,"2023-2024","9002","Revised","Other Receipts (Internal Debts and Public Account)","Other Receipts (Public Account Other than State Provident Funds)","Disbursements ",-2909275.2
1899,"2023-2024","9002","Revised","Other Receipts (Internal Debts and Public Account)","Other Receipts (Public Account Other than State Provident Funds)","Less Receipts ",0.0
1900,"2023-2024","6001","Revised","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","International Monetary Fund ",-7691.61
1901,"2023-2024","6001","Revised","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","International Monetary Fund Receipts",6922.15
1902,"2023-2024","6001","Revised","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","International Monetary Fund Repayments",-7000.0
1903,"2023-2024","6001","Revised","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","International Monetary Fund Less Receipts netted",-7613.76
1904,"2023-2024","6001","Revised","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","International Development Association ",-78.72
1905,"2023-2024","6001","Revised","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","International Development Association Receipts",582.67
1906,"2023-2024","6001","Revised","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","International Development Association Repayments",-661.39
1907,"2023-2024","6001","Revised","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","Asian Development Bank and Fund ",-71.02
1908,"2023-2024","6001","Revised","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","Asian Development Bank and Fund Receipts",0.0
1909,"2023-2024","6001","Revised","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","Asian Development Bank and Fund Repayments",-71.02
1910,"2023-2024","6001","Revised","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","African Development Fund and Bank ",66.43
1911,"2023-2024","6001","Revised","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","African Development Fund and Bank Receipts",108.94
1912,"2023-2024","6001","Revised","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","African Development Fund and Bank Repayments",-42.51
1913,"2023-2024","6002","Revised","External Debt","Multilateral","International Bank for Reconstruction and Development ",11780.56
1914,"2023-2024","6002","Revised","External Debt","Multilateral","International Bank for Reconstruction and Development Receipts",20313.96
1915,"2023-2024","6002","Revised","External Debt","Multilateral","International Bank for Reconstruction and Development Repayments",-8533.4
1916,"2023-2024","6002","Revised","External Debt","Multilateral","International Development Association ",-16355.47
1917,"2023-2024","6002","Revised","External Debt","Multilateral","International Development Association Receipts",940.53
1918,"2023-2024","6002","Revised","External Debt","Multilateral","International Development Association Repayments",-17296.0
1919,"2023-2024","6002","Revised","External Debt","Multilateral","International Fund for Agricultural Development ",291.79
1920,"2023-2024","6002","Revised","External Debt","Multilateral","International Fund for Agricultural Development Receipts",551.19
1921,"2023-2024","6002","Revised","External Debt","Multilateral","International Fund for Agricultural Development Repayments",-259.4
1922,"2023-2024","6002","Revised","External Debt","Multilateral","Asian Development Bank ",10655.3
1923,"2023-2024","6002","Revised","External Debt","Multilateral","Asian Development Bank Receipts",20789.1
1924,"2023-2024","6002","Revised","External Debt","Multilateral","Asian Development Bank Repayments",-10133.8
1925,"2023-2024","6002","Revised","External Debt","Multilateral","Eastern European Community (SAC) ",-9.8
1926,"2023-2024","6002","Revised","External Debt","Multilateral","Eastern European Community (SAC) Receipts",0.0
1927,"2023-2024","6002","Revised","External Debt","Multilateral","Eastern European Community (SAC) Repayments",-9.8
